date,season,teamA,teamB,teamA_home,teamA_score,teamB_score,teamA_moneyLine,teamB_moneyLine,total,spread,secondHalfTotal
2019-01-19,2019,Dallas,Indiana,0,99,111,275.0,-350.0,214.5,-7.5,105.0
2019-01-19,2019,Detroit,Sacramento,1,101,103,105.0,-125.0,222.5,-1.5,109.5
2019-01-19,2019,Houston,LA Lakers,1,138,134,-330.0,260.0,229.5,7.5,113.0
2019-01-19,2019,Memphis,Toronto,0,90,119,500.0,-700.0,212.5,-10.5,105.0
2019-01-19,2019,Milwaukee,Orlando,0,118,108,-700.0,500.0,221.5,10.5,114.0
2019-01-19,2019,Oklahoma City,Philadelphia,0,117,115,145.0,-170.0,235.0,-3.5,115.0
2019-01-20,2019,Charlotte,Indiana,0,95,120,280.0,-360.0,219.0,-8.0,106.5
2019-01-20,2019,LA Clippers,San Antonio,0,103,95,400.0,-550.0,220.5,-9.5,108.5
2019-01-20,2019,Minnesota,Phoenix,1,116,114,-1200.0,750.0,229.5,12.0,113.5
2019-01-21,2019,Atlanta,Orlando,1,103,122,-115.0,-105.0,221.0,1.0,110.0
2019-01-21,2019,Boston,Miami,1,107,99,-450.0,350.0,212.5,8.5,105.0
2019-01-21,2019,Brooklyn,Sacramento,1,123,94,-160.0,140.0,231.0,3.5,114.0
2019-01-21,2019,Chicago,Cleveland,0,104,88,-150.0,130.0,211.5,2.5,110.0
2019-01-21,2019,Dallas,Milwaukee,0,106,116,600.0,-900.0,225.0,-11.5,109.5
2019-01-21,2019,Detroit,Washington,0,87,101,190.0,-240.0,215.5,-5.5,105.0
2019-01-21,2019,Golden State,LA Lakers,0,130,111,-1500.0,850.0,233.0,13.5,112.0
2019-01-21,2019,Houston,Philadelphia,0,93,121,170.0,-200.0,234.0,-4.5,114.5
2019-01-21,2019,Memphis,New Orleans,1,85,105,-145.0,125.0,222.0,3.0,107.5
2019-01-21,2019,New York,Oklahoma City,1,109,127,375.0,-500.0,226.0,-9.0,109.0
2019-01-21,2019,Portland,Utah,0,109,104,175.0,-210.0,218.5,-5.0,113.0
2019-01-22,2019,Dallas,LA Clippers,1,106,98,-150.0,130.0,223.5,3.0,109.5
2019-01-22,2019,Minnesota,Phoenix,0,118,91,-190.0,160.0,232.5,4.0,112.5
2019-01-22,2019,Oklahoma City,Portland,1,123,114,-170.0,145.0,225.0,3.5,115.0
2019-01-22,2019,Sacramento,Toronto,0,105,120,500.0,-700.0,226.5,-11.0,111.5
2019-01-23,2019,Atlanta,Chicago,0,121,101,105.0,-125.0,224.0,-1.5,109.0
2019-01-23,2019,Boston,Cleveland,1,123,103,-2500.0,1100.0,212.5,15.0,110.5
2019-01-23,2019,Brooklyn,Orlando,1,114,110,-220.0,180.0,218.0,5.0,107.0
2019-01-23,2019,Charlotte,Memphis,0,118,107,115.0,-135.0,209.0,-2.0,103.0
2019-01-23,2019,Denver,Utah,0,108,114,150.0,-180.0,216.5,-4.0,107.0
2019-01-23,2019,Detroit,New Orleans,0,98,94,170.0,-200.0,221.5,-4.5,108.5
2019-01-23,2019,Houston,New York,0,114,110,-400.0,300.0,226.5,8.0,111.5
2019-01-23,2019,Indiana,Toronto,1,110,106,-280.0,230.0,217.0,6.5,106.0
2019-01-23,2019,LA Clippers,Miami,0,111,99,200.0,-250.0,215.5,-6.0,106.5
2019-01-23,2019,Philadelphia,San Antonio,1,122,120,-160.0,140.0,224.5,3.0,116.0
2019-01-24,2019,Golden State,Washington,0,126,118,-500.0,375.0,234.5,9.5,115.5
2019-01-24,2019,LA Lakers,Minnesota,1,105,120,-135.0,115.0,230.5,2.5,112.5
2019-01-24,2019,New Orleans,Oklahoma City,0,116,122,850.0,-1500.0,231.0,-14.0,111.0
2019-01-24,2019,Phoenix,Portland,1,106,120,300.0,-400.0,220.5,-8.5,113.0
2019-01-25,2019,Brooklyn,New York,1,109,99,-420.0,330.0,221.0,8.5,109.0
2019-01-25,2019,Charlotte,Milwaukee,0,99,108,614.0,-900.0,230.0,-11.0,111.5
2019-01-25,2019,Chicago,LA Clippers,1,101,106,176.0,-210.0,223.0,-4.5,108.5
2019-01-25,2019,Cleveland,Miami,1,94,100,317.0,-400.0,207.5,-8.5,103.5
2019-01-25,2019,Dallas,Detroit,1,106,101,-210.0,176.0,207.5,4.5,101.5
2019-01-25,2019,Denver,Phoenix,1,132,95,-2200.0,1098.0,222.0,14.5,107.0
2019-01-25,2019,Houston,Toronto,1,121,119,144.0,-165.0,228.0,-3.5,112.0
2019-01-25,2019,Memphis,Sacramento,1,96,99,-135.0,115.0,214.0,2.0,105.0
2019-01-25,2019,Minnesota,Utah,0,102,106,459.0,-620.0,217.5,-10.5,107.0
2019-01-25,2019,Orlando,Washington,1,91,95,-160.0,140.0,217.5,3.0,107.0
2019-01-26,2019,Atlanta,Portland,0,111,120,325.0,-425.0,224.0,-8.5,110.5
2019-01-26,2019,Boston,Golden State,1,111,115,145.0,-170.0,233.0,-3.5,115.0
2019-01-26,2019,Denver,Philadelphia,1,126,110,-650.0,450.0,226.0,10.5,111.0
2019-01-26,2019,Indiana,Memphis,0,103,106,-210.0,175.0,202.5,5.0,100.5
2019-01-26,2019,New Orleans,San Antonio,1,114,126,170.0,-200.0,227.5,-4.5,117.0
2019-01-27,2019,Chicago,Cleveland,1,101,104,-220.0,180.0,212.0,5.0,109.0
2019-01-27,2019,Dallas,Toronto,1,120,123,150.0,-180.0,220.0,-4.0,108.5
2019-01-27,2019,Houston,Orlando,1,103,98,-450.0,350.0,222.0,8.5,108.5
2019-01-27,2019,LA Clippers,Sacramento,1,122,108,-160.0,140.0,230.5,3.5,111.5
2019-01-27,2019,LA Lakers,Phoenix,1,116,102,-330.0,260.0,227.5,8.0,111.0
2019-01-27,2019,Miami,New York,0,106,97,-210.0,175.0,210.0,5.0,103.5
2019-01-27,2019,Milwaukee,Oklahoma City,0,112,118,-110.0,-110.0,235.0,0.0,118.5
2019-01-27,2019,Minnesota,Utah,1,111,125,190.0,-240.0,217.0,-5.5,112.5
2019-01-27,2019,San Antonio,Washington,1,132,119,-190.0,160.0,222.0,4.0,109.0
2019-01-28,2019,Atlanta,LA Clippers,0,123,118,210.0,-260.0,233.5,-6.0,114.5
2019-01-28,2019,Boston,Brooklyn,1,112,104,-450.0,350.0,219.0,9.0,112.5
2019-01-28,2019,Charlotte,New York,1,101,92,-1000.0,650.0,221.5,11.5,107.5
2019-01-28,2019,Denver,Memphis,0,95,92,-240.0,190.0,205.0,5.5,100.0
2019-01-28,2019,Golden State,Indiana,0,132,100,-350.0,275.0,228.5,7.0,110.5
2019-01-29,2019,Brooklyn,Chicago,1,122,117,-300.0,240.0,220.5,7.0,113.5
2019-01-29,2019,Cleveland,Washington,1,116,113,275.0,-350.0,218.5,-8.0,107.5
2019-01-29,2019,Detroit,Milwaukee,1,105,115,240.0,-300.0,216.5,-7.0,111.0
2019-01-29,2019,Houston,New Orleans,1,116,121,-1600.0,900.0,234.0,13.5,113.0
2019-01-29,2019,LA Lakers,Philadelphia,1,105,121,270.0,-340.0,230.0,-7.5,112.0
2019-01-29,2019,Oklahoma City,Orlando,0,126,117,-155.0,135.0,222.0,3.0,108.5
2019-01-29,2019,Phoenix,San Antonio,0,124,126,900.0,-1600.0,226.0,-13.5,110.5
2019-01-30,2019,Atlanta,Sacramento,0,113,135,180.0,-220.0,236.5,-5.0,115.0
2019-01-30,2019,Boston,Charlotte,1,126,94,-330.0,260.0,214.5,7.5,105.0
2019-01-30,2019,Chicago,Miami,0,105,89,525.0,-750.0,206.0,-10.5,106.5
2019-01-30,2019,Dallas,New York,0,114,90,-300.0,240.0,215.0,7.0,104.0
2019-01-30,2019,Denver,New Orleans,0,105,99,-500.0,375.0,226.0,9.0,110.5
2019-01-30,2019,Indiana,Washington,0,89,107,-115.0,-105.0,218.0,1.0,106.5
2019-01-30,2019,Memphis,Minnesota,0,97,99,135.0,-155.0,208.0,-3.0,101.5
2019-01-30,2019,Portland,Utah,1,132,105,125.0,-145.0,218.0,-2.0,113.0
2019-01-31,2019,Brooklyn,San Antonio,0,114,117,290.0,-380.0,226.0,-8.0,116.5
2019-01-31,2019,Dallas,Detroit,0,89,93,270.0,-340.0,205.5,-7.5,100.5
2019-01-31,2019,Golden State,Philadelphia,1,104,113,-400.0,300.0,240.5,8.0,116.0
2019-01-31,2019,Indiana,Orlando,0,100,107,145.0,-170.0,208.0,-3.5,102.0
2019-01-31,2019,LA Clippers,LA Lakers,1,120,123,110.0,-130.0,232.0,-2.5,112.5
2019-01-31,2019,Milwaukee,Toronto,0,105,92,120.0,-140.0,231.0,-2.5,118.5
2019-02-01,2019,Atlanta,Utah,0,112,128,650.0,-1000.0,226.5,-12.0,110.5
2019-02-01,2019,Boston,New York,0,113,99,-1600.0,900.0,213.5,14.0,109.5
2019-02-01,2019,Charlotte,Memphis,1,100,92,-380.0,290.0,202.5,8.0,99.5
2019-02-01,2019,Denver,Houston,1,136,122,-170.0,145.0,223.5,3.5,110.0
2019-02-01,2019,Miami,Oklahoma City,1,102,118,145.0,-170.0,218.5,-3.5,106.0
2019-02-02,2019,Atlanta,Phoenix,0,118,112,115.0,-135.0,235.0,-2.0,116.5
2019-02-02,2019,Brooklyn,Orlando,0,89,102,135.0,-155.0,221.0,-3.0,114.0
2019-02-02,2019,Charlotte,Chicago,1,125,118,-310.0,250.0,216.0,6.5,111.5
2019-02-02,2019,Cleveland,Dallas,1,98,111,190.0,-240.0,210.5,-5.5,103.5
2019-02-02,2019,Denver,Minnesota,0,107,106,105.0,-125.0,221.5,-1.5,109.0
2019-02-02,2019,Detroit,LA Clippers,1,101,111,-140.0,120.0,215.5,2.0,105.0
2019-02-02,2019,Golden State,LA Lakers,1,115,101,-2500.0,1100.0,234.5,15.0,113.5
2019-02-02,2019,Houston,Utah,0,125,98,240.0,-300.0,222.0,-7.0,108.5
2019-02-02,2019,Indiana,Miami,0,95,88,105.0,-125.0,204.0,-1.5,100.0
2019-02-02,2019,Milwaukee,Washington,0,131,115,-265.0,215.0,227.0,6.0,116.0
2019-02-02,2019,New Orleans,San Antonio,0,108,113,500.0,-700.0,230.0,-10.5,112.0
2019-02-02,2019,Philadelphia,Sacramento,0,108,115,-160.0,140.0,232.5,3.0,113.0
2019-02-03,2019,Boston,Oklahoma City,1,134,129,-180.0,150.0,228.0,4.0,111.0
2019-02-03,2019,LA Clippers,Toronto,0,103,121,400.0,-550.0,225.5,-9.5,109.0
2019-02-03,2019,Memphis,New York,0,96,84,-140.0,120.0,199.5,2.5,97.5
2019-02-04,2019,Atlanta,Washington,0,137,129,250.0,-310.0,230.0,-7.0,113.0
2019-02-04,2019,Brooklyn,Milwaukee,1,94,113,260.0,-330.0,230.0,-7.5,117.0
2019-02-04,2019,Denver,Detroit,0,103,129,-125.0,105.0,209.0,1.5,103.5
2019-02-04,2019,Houston,Phoenix,0,118,110,-400.0,300.0,227.5,8.5,111.5
2019-02-04,2019,Indiana,New Orleans,0,109,107,-165.0,142.0,219.0,3.5,107.5
2019-02-04,2019,Sacramento,San Antonio,1,127,112,115.0,-135.0,231.0,-2.0,118.5
2019-02-05,2019,Boston,Cleveland,0,103,96,-800.0,550.0,210.0,10.0,109.0
2019-02-05,2019,Charlotte,LA Clippers,1,115,117,-160.0,140.0,223.5,3.0,109.5
2019-02-05,2019,Detroit,New York,0,105,92,-170.0,145.0,206.5,3.5,102.0
2019-02-05,2019,Indiana,LA Lakers,1,136,94,125.0,-145.0,218.0,-2.5,106.0
2019-02-05,2019,Memphis,Minnesota,1,108,106,150.0,-180.0,206.5,-4.0,101.5
2019-02-05,2019,Miami,Portland,0,118,108,260.0,-330.0,212.5,-7.5,105.0
2019-02-05,2019,Oklahoma City,Orlando,1,132,122,-500.0,375.0,223.5,9.0,110.5
2019-02-05,2019,Philadelphia,Toronto,1,107,119,-125.0,105.0,229.5,2.0,112.0
2019-02-06,2019,Brooklyn,Denver,1,135,130,142.0,-165.0,226.0,-3.5,111.5
2019-02-06,2019,Charlotte,Dallas,0,93,99,190.0,-240.0,215.5,-5.5,106.5
2019-02-06,2019,Chicago,New Orleans,1,120,125,105.0,-125.0,226.0,-1.5,109.5
2019-02-06,2019,Golden State,San Antonio,1,141,102,-2500.0,1100.0,232.0,15.0,119.0
2019-02-06,2019,Houston,Sacramento,0,127,101,-190.0,160.0,236.0,4.0,112.5
2019-02-06,2019,Milwaukee,Washington,1,148,129,-900.0,600.0,229.0,12.0,112.5
2019-02-06,2019,Phoenix,Utah,0,88,116,1100.0,-2500.0,216.5,-15.0,104.0
2019-02-07,2019,Atlanta,Toronto,1,101,119,220.0,-270.0,232.5,-6.5,112.0
2019-02-07,2019,Boston,LA Lakers,1,128,129,-450.0,350.0,228.0,9.0,112.0
2019-02-07,2019,Indiana,LA Clippers,1,116,92,-265.0,215.0,220.5,6.5,107.0
2019-02-07,2019,Memphis,Oklahoma City,0,95,117,850.0,-1500.0,215.0,-13.5,107.0
2019-02-07,2019,Minnesota,Orlando,0,112,122,145.0,-170.0,215.0,-3.5,105.5
2019-02-07,2019,Portland,San Antonio,1,127,118,-250.0,200.0,226.0,6.0,116.5
2019-02-08,2019,Brooklyn,Chicago,1,106,125,-400.0,300.0,227.0,8.0,117.0
2019-02-08,2019,Cleveland,Washington,0,106,119,400.0,-550.0,221.0,-10.0,115.0
2019-02-08,2019,Dallas,Milwaukee,1,107,122,200.0,-250.0,226.0,-6.0,116.0
2019-02-08,2019,Denver,Philadelphia,0,110,117,240.0,-300.0,229.5,-6.5,110.5
2019-02-08,2019,Detroit,New York,1,120,103,-380.0,290.0,205.0,8.0,100.0
2019-02-08,2019,Golden State,Phoenix,0,117,107,-2500.0,1100.0,229.5,17.0,112.0
2019-02-08,2019,Miami,Sacramento,0,96,102,140.0,-160.0,220.5,-3.5,108.0
2019-02-08,2019,Minnesota,New Orleans,0,117,122,190.0,-240.0,230.5,-6.0,112.5
2019-02-09,2019,Atlanta,Charlotte,1,120,129,115.0,-135.0,228.5,-2.0,112.5
2019-02-09,2019,Boston,LA Clippers,1,112,123,-1100.0,700.0,229.5,11.5,111.5
2019-02-09,2019,Chicago,Washington,1,125,134,115.0,-135.0,226.5,-2.0,111.0
2019-02-09,2019,Cleveland,Indiana,0,90,105,950.0,-1800.0,210.0,-14.0,108.5
2019-02-09,2019,Houston,Oklahoma City,1,112,117,-145.0,125.0,237.5,2.5,116.0
2019-02-09,2019,Memphis,New Orleans,1,99,90,-105.0,-115.0,214.5,-1.0,103.5
2019-02-09,2019,Milwaukee,Orlando,1,83,103,-270.0,220.0,222.5,6.5,107.5
2019-02-09,2019,New York,Toronto,1,99,104,1000.0,-2000.0,215.5,-13.5,105.5
2019-02-09,2019,San Antonio,Utah,0,105,125,275.0,-350.0,219.5,-8.0,112.5
2019-02-10,2019,Atlanta,Orlando,1,108,124,100.0,-120.0,225.0,-1.0,108.5
2019-02-10,2019,Dallas,Portland,1,102,101,135.0,-155.0,220.0,-3.0,112.5
2019-02-10,2019,Golden State,Miami,1,120,118,-1600.0,900.0,222.0,13.5,108.0
2019-02-10,2019,LA Lakers,Philadelphia,0,120,143,260.0,-330.0,235.0,-7.5,116.0
2019-02-10,2019,Phoenix,Sacramento,0,104,117,350.0,-450.0,231.0,-9.0,111.5
2019-02-11,2019,Brooklyn,Toronto,0,125,127,450.0,-650.0,227.5,-10.0,117.5
2019-02-11,2019,Charlotte,Indiana,0,90,99,190.0,-240.0,215.0,-5.5,102.0
2019-02-11,2019,Chicago,Milwaukee,1,99,112,550.0,-800.0,227.0,-11.5,116.5
2019-02-11,2019,Cleveland,New York,1,107,104,-120.0,100.0,209.0,1.5,103.0
2019-02-11,2019,Dallas,Houston,0,104,120,550.0,-800.0,224.5,-11.0,108.5
2019-02-11,2019,Denver,Miami,1,103,87,-600.0,425.0,213.0,10.0,102.5
2019-02-11,2019,Detroit,Washington,1,121,112,-250.0,200.0,224.5,6.0,109.0
2019-02-11,2019,LA Clippers,Minnesota,0,120,130,145.0,-170.0,233.0,-3.5,113.0
2019-02-11,2019,Oklahoma City,Portland,1,120,111,-200.0,170.0,231.5,5.0,119.5
2019-02-12,2019,Atlanta,LA Lakers,1,117,113,200.0,-250.0,239.0,-6.0,118.5
2019-02-12,2019,Boston,Philadelphia,0,112,109,240.0,-300.0,225.0,-7.0,114.5
2019-02-12,2019,Golden State,Utah,1,115,108,-450.0,350.0,229.5,9.0,116.5
2019-02-12,2019,Memphis,San Antonio,1,107,108,255.0,-320.0,207.5,-7.0,108.0
2019-02-12,2019,New Orleans,Orlando,1,88,118,-190.0,160.0,223.0,4.5,108.0
2019-02-13,2019,Boston,Detroit,1,118,110,-170.0,145.0,211.0,3.5,103.5
2019-02-13,2019,Brooklyn,Cleveland,0,148,139,-350.0,275.0,225.0,7.5,116.5
2019-02-13,2019,Chicago,Memphis,1,122,110,-120.0,100.0,207.5,1.5,102.5
2019-02-13,2019,Dallas,Miami,1,101,112,-155.0,135.0,208.0,3.0,101.5
2019-02-13,2019,Denver,Sacramento,1,120,118,-350.0,275.0,232.5,7.5,114.0
2019-02-13,2019,Golden State,Portland,0,107,129,-130.0,110.0,235.0,2.0,115.0
2019-02-13,2019,Houston,Minnesota,0,111,121,-180.0,150.0,231.5,4.0,111.0
2019-02-13,2019,Indiana,Milwaukee,1,97,106,160.0,-190.0,218.5,-4.5,112.5
2019-02-13,2019,LA Clippers,Phoenix,1,134,107,-400.0,300.0,232.5,8.0,113.0
2019-02-13,2019,New York,Philadelphia,1,111,126,450.0,-650.0,222.5,-10.0,107.0
2019-02-13,2019,Toronto,Washington,1,129,120,-550.0,400.0,232.5,9.5,114.0
2019-02-14,2019,Atlanta,New York,1,91,106,-330.0,267.0,228.0,7.5,110.5
2019-02-14,2019,Charlotte,Orlando,0,89,127,155.0,-180.0,215.0,-4.0,104.0
2019-02-14,2019,New Orleans,Oklahoma City,1,131,122,170.0,-200.0,238.5,-4.5,117.0
2019-02-21,2019,Boston,Milwaukee,0,97,98,210.0,-260.0,227.0,-6.0,117.0
2019-02-21,2019,Brooklyn,Portland,1,99,113,140.0,-160.0,231.5,-3.0,118.0
2019-02-21,2019,Cleveland,Phoenix,1,111,98,-120.0,100.0,221.5,1.0,109.5
2019-02-21,2019,Golden State,Sacramento,1,125,123,-1100.0,700.0,239.0,12.0,118.5
2019-02-21,2019,Houston,LA Lakers,0,106,111,-150.0,130.0,233.5,3.0,112.0
2019-02-21,2019,Miami,Philadelphia,0,102,106,190.0,-240.0,220.5,-5.5,107.5
2019-02-22,2019,Atlanta,Detroit,1,122,125,160.0,-190.0,221.5,-4.5,109.0
2019-02-22,2019,Charlotte,Washington,1,123,110,-220.0,180.0,231.5,5.0,114.0
2019-02-22,2019,Chicago,Orlando,0,110,109,290.0,-380.0,216.5,-8.0,111.5
2019-02-22,2019,Dallas,Denver,1,104,114,260.0,-330.0,223.0,-7.0,109.0
2019-02-22,2019,Indiana,New Orleans,1,126,111,-220.0,180.0,223.0,5.0,109.0
2019-02-22,2019,LA Clippers,Memphis,0,112,106,-155.0,135.0,217.0,3.0,105.5
2019-02-22,2019,Minnesota,New York,0,115,104,-170.0,145.0,220.0,3.5,107.5
2019-02-22,2019,Oklahoma City,Utah,1,148,147,-200.0,170.0,227.0,4.5,116.5
2019-02-22,2019,San Antonio,Toronto,0,117,120,300.0,-400.0,227.0,-8.0,117.0
2019-02-23,2019,Atlanta,Phoenix,1,120,112,-150.0,130.0,234.0,3.0,113.0
2019-02-23,2019,Boston,Chicago,0,116,126,-650.0,450.0,220.0,10.0,114.0
2019-02-23,2019,Brooklyn,Charlotte,0,117,115,135.0,-155.0,228.0,-3.0,117.5
2019-02-23,2019,Cleveland,Memphis,1,112,107,-130.0,110.0,209.0,1.5,102.5
2019-02-23,2019,Dallas,Utah,0,109,125,575.0,-850.0,214.0,-11.5,106.5
2019-02-23,2019,Detroit,Miami,0,119,96,140.0,-160.0,209.5,-3.5,102.5
2019-02-23,2019,Golden State,Houston,1,112,118,-850.0,575.0,232.0,12.0,112.5
2019-02-23,2019,Indiana,Washington,0,119,112,-110.0,-110.0,227.0,0.0,110.5
2019-02-23,2019,LA Lakers,New Orleans,0,115,128,-270.0,220.0,234.5,6.5,114.0
2019-02-23,2019,Milwaukee,Minnesota,1,140,128,-1200.0,750.0,232.5,13.0,114.0
2019-02-23,2019,Oklahoma City,Sacramento,1,116,119,-250.0,200.0,240.0,5.5,117.0
2019-02-23,2019,Philadelphia,Portland,1,115,130,-130.0,110.0,229.5,2.0,118.0
2019-02-24,2019,Denver,LA Clippers,1,123,96,-500.0,375.0,235.0,9.0,114.0
2019-02-24,2019,New York,San Antonio,1,130,118,375.0,-500.0,226.0,-9.0,116.5
2019-02-24,2019,Orlando,Toronto,0,113,98,250.0,-310.0,216.0,-7.0,106.5
2019-02-25,2019,Atlanta,Houston,0,111,119,700.0,-1100.0,233.5,-12.5,114.0
2019-02-25,2019,Brooklyn,San Antonio,1,101,85,-120.0,100.0,233.5,1.5,113.5
2019-02-25,2019,Charlotte,Golden State,1,110,121,325.0,-425.0,233.5,-8.5,114.0
2019-02-25,2019,Chicago,Milwaukee,1,106,117,290.0,-380.0,224.5,-8.0,115.0
2019-02-25,2019,Cleveland,Portland,1,110,123,375.0,-500.0,225.0,-9.0,114.5
2019-02-25,2019,Dallas,LA Clippers,0,112,121,145.0,-170.0,229.5,-3.5,112.0
2019-02-25,2019,Detroit,Indiana,1,113,109,-135.0,115.0,211.5,2.5,103.5
2019-02-25,2019,LA Lakers,Memphis,0,105,110,-220.0,180.0,222.0,5.0,107.5
2019-02-25,2019,Miami,Phoenix,1,121,124,-380.0,290.0,217.0,8.0,106.5
2019-02-25,2019,Minnesota,Sacramento,1,112,105,-170.0,145.0,237.5,3.5,114.5
2019-02-25,2019,New Orleans,Philadelphia,1,110,111,120.0,-140.0,240.5,-2.5,115.5
2019-02-26,2019,Boston,Toronto,0,95,118,142.0,-165.0,226.0,-3.5,116.0
2019-02-26,2019,Denver,Oklahoma City,1,121,112,-165.0,142.0,238.0,3.5,115.5
2019-02-26,2019,New York,Orlando,1,108,103,260.0,-330.0,215.5,-7.5,106.5
2019-02-27,2019,Atlanta,Minnesota,1,131,123,175.0,-210.0,235.5,-5.0,113.5
2019-02-27,2019,Boston,Portland,1,92,97,-140.0,120.0,228.0,2.5,115.5
2019-02-27,2019,Brooklyn,Washington,1,116,125,-220.0,180.0,237.5,5.0,116.5
2019-02-27,2019,Charlotte,Houston,1,113,118,180.0,-220.0,227.5,-5.0,111.0
2019-02-27,2019,Chicago,Memphis,0,109,107,135.0,-155.0,216.5,-3.0,110.5
2019-02-27,2019,Dallas,Indiana,1,110,101,-105.0,-115.0,214.5,-1.0,104.5
2019-02-27,2019,Detroit,San Antonio,0,93,105,155.0,-185.0,220.5,-4.0,107.5
2019-02-27,2019,Golden State,Miami,0,125,126,-425.0,325.0,225.5,9.5,110.5
2019-02-27,2019,LA Clippers,Utah,0,105,111,375.0,-500.0,227.0,-10.0,111.5
2019-02-27,2019,LA Lakers,New Orleans,1,125,119,-280.0,230.0,239.5,6.0,116.0
2019-02-27,2019,Milwaukee,Sacramento,0,141,140,-280.0,230.0,237.5,6.5,122.5
2019-02-28,2019,Cleveland,New York,0,125,118,105.0,-125.0,221.0,-1.5,111.5
2019-02-28,2019,Denver,Utah,1,104,111,-320.0,255.0,224.5,7.5,114.5
2019-02-28,2019,Golden State,Orlando,0,96,103,-200.0,170.0,224.0,4.5,110.5
2019-02-28,2019,Houston,Miami,1,121,118,-500.0,375.0,219.0,9.5,107.5
2019-02-28,2019,Indiana,Minnesota,1,122,115,-160.0,140.0,221.5,3.5,108.5
2019-02-28,2019,Oklahoma City,Philadelphia,1,104,108,-185.0,155.0,239.5,4.0,116.0
2019-03-01,2019,Atlanta,Chicago,1,161,168,-105.0,-115.0,230.0,-1.0,117.5
2019-03-01,2019,Boston,Washington,1,107,96,-600.0,425.0,234.5,10.0,113.5
2019-03-01,2019,Brooklyn,Charlotte,1,112,123,-145.0,125.0,228.0,2.5,110.5
2019-03-01,2019,LA Clippers,Sacramento,0,116,109,135.0,-155.0,238.0,-3.0,116.0
2019-03-01,2019,LA Lakers,Milwaukee,1,120,131,185.0,-230.0,239.0,-5.5,122.0
2019-03-01,2019,New Orleans,Phoenix,0,130,116,-200.0,170.0,239.0,4.5,116.0
2019-03-01,2019,Portland,Toronto,0,117,119,180.0,-220.0,229.5,-5.0,117.5
2019-03-02,2019,Brooklyn,Miami,0,88,117,110.0,-130.0,222.5,-2.0,114.0
2019-03-02,2019,Cleveland,Detroit,1,93,129,325.0,-425.0,214.5,-8.5,104.0
2019-03-02,2019,Dallas,Memphis,1,81,111,-200.0,170.0,214.5,4.5,105.0
2019-03-02,2019,Denver,New Orleans,1,112,120,-1400.0,800.0,238.0,13.5,116.5
2019-03-02,2019,Golden State,Philadelphia,0,120,117,-210.0,175.0,238.0,5.0,116.5
2019-03-02,2019,Indiana,Orlando,1,112,117,-155.0,135.0,209.5,3.0,103.5
2019-03-02,2019,LA Lakers,Phoenix,0,109,118,-310.0,250.0,234.5,7.0,113.0
2019-03-02,2019,Milwaukee,Utah,0,111,115,170.0,-200.0,223.0,-5.0,114.5
2019-03-02,2019,Oklahoma City,San Antonio,0,102,116,170.0,-200.0,229.0,-5.0,112.0
2019-03-03,2019,Atlanta,Chicago,0,123,118,150.0,-180.0,229.0,-4.0,112.0
2019-03-03,2019,Boston,Houston,1,104,115,-130.0,110.0,225.5,2.0,110.0
2019-03-03,2019,Charlotte,Portland,1,108,118,115.0,-135.0,224.5,-2.5,115.5
2019-03-03,2019,Cleveland,Orlando,1,107,93,210.0,-260.0,214.5,-6.0,105.0
2019-03-03,2019,Detroit,Toronto,1,112,107,115.0,-135.0,217.5,-2.5,106.0
2019-03-03,2019,LA Clippers,New York,1,128,107,-650.0,450.0,226.5,10.0,110.0
2019-03-03,2019,Memphis,Oklahoma City,0,95,99,425.0,-600.0,217.5,-9.5,107.5
2019-03-03,2019,Minnesota,Washington,0,121,135,-110.0,-110.0,240.5,0.0,118.0
2019-03-04,2019,Atlanta,Miami,0,113,114,375.0,-500.0,222.0,-9.5,108.5
2019-03-04,2019,Brooklyn,Dallas,1,127,88,-240.0,190.0,226.5,5.5,109.5
2019-03-04,2019,Denver,San Antonio,0,103,104,105.0,-125.0,229.5,-1.5,110.5
2019-03-04,2019,LA Clippers,LA Lakers,0,113,105,145.0,-170.0,235.0,-3.5,115.0
2019-03-04,2019,Milwaukee,Phoenix,0,105,114,-1400.0,800.0,232.5,13.5,118.0
2019-03-04,2019,New Orleans,Utah,0,115,112,400.0,-550.0,231.5,-9.5,114.0
2019-03-04,2019,New York,Sacramento,0,108,115,550.0,-800.0,229.0,-11.0,111.5
2019-03-05,2019,Boston,Golden State,0,128,95,240.0,-300.0,228.5,-7.0,116.5
2019-03-05,2019,Chicago,Indiana,0,96,105,240.0,-300.0,217.5,-6.5,111.0
2019-03-05,2019,Houston,Toronto,0,107,95,140.0,-160.0,229.0,-3.5,110.0
2019-03-05,2019,Memphis,Portland,1,120,111,190.0,-240.0,215.5,-5.5,111.0
2019-03-05,2019,Minnesota,Oklahoma City,1,131,120,110.0,-130.0,236.5,-2.0,116.0
2019-03-05,2019,Orlando,Philadelphia,0,106,114,160.0,-190.0,222.0,-4.0,108.5
2019-03-06,2019,Atlanta,San Antonio,1,104,111,210.0,-260.0,234.0,-5.5,119.0
2019-03-06,2019,Boston,Sacramento,0,111,109,-130.0,110.0,227.0,2.0,115.0
2019-03-06,2019,Brooklyn,Cleveland,1,113,107,-550.0,400.0,228.0,9.5,116.5
2019-03-06,2019,Charlotte,Miami,1,84,91,-170.0,145.0,215.5,3.5,105.0
